Rk;Player;Pos;Age;Tm;g;mp_per_g;pts_per_g;trb_per_g;ast_per_g;stl_per_g;blk_per_g;fg_pct;fg3_pct;ft_pct;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
383;Cam Reddish\reddica01;SF;20;ATL;33;25.63636364;8;3.787878788;1.575757576;0.96969697;0.424242424;.319;.264;.785;22;846;90;282;.319;33;125;.264;57;157;.363;.378;51;65;.785;21;104;125;52;32;14;57;62;264
384;J.J. Redick\redicjj01;SG;35;NOP;35;28.42857143;15.57142857;2.885714286;1.942857143;0.342857143;0.171428571;.451;.462;.895;31;995;171;379;.451;109;236;.462;62;143;.434;.595;94;105;.895;8;93;101;68;12;6;40;56;545
385;Naz Reid\reidna01;C;20;MIN;7;12;8.285714286;2.857142857;1;0.571428571;0.428571429;.423;.345;.500;0;84;22;52;.423;10;29;.345;12;23;.522;.519;4;8;.500;7;13;20;7;4;3;7;15;58
386;Josh Richardson\richajo01;SG;26;PHI;30;32;15.03333333;3.3;3.5;1.1;0.633333333;.434;.358;.768;30;960;167;385;.434;54;151;.358;113;234;.483;.504;63;82;.768;24;75;99;105;33;19;63;85;451
387;Austin Rivers\riverau01;SG;27;HOU;33;22.60606061;7.939393939;2.363636364;1.545454545;0.545454545;0.181818182;.411;.326;.682;2;746;95;231;.411;42;129;.326;53;102;.520;.502;30;44;.682;18;60;78;51;18;6;20;61;262
388;Duncan Robinson\robindu01;SF;25;MIA;36;27.25;11.75;3.25;0.888888889;0.583333333;0.277777778;.472;.444;.957;31;981;143;303;.472;115;259;.444;28;44;.636;.662;22;23;.957;6;111;117;32;21;10;24;98;423
389;Glenn Robinson\robingl02;SF;26;GSW;37;31.91891892;12.05405405;4.675675676;1.594594595;0.891891892;0.243243243;.454;.395;.833;37;1181;177;390;.454;47;119;.395;130;271;.480;.514;45;54;.833;51;122;173;59;33;9;34;68;446
390;Jerome Robinson\robinje01;SG;22;LAC;30;11.9;3.366666667;1.566666667;0.966666667;0.266666667;0.233333333;.352;.283;.588;0;357;38;108;.352;15;53;.283;23;55;.418;.421;10;17;.588;4;43;47;29;8;7;21;42;101
391;Justin Robinson\robinju01;PG;22;WAS;9;5.444444444;1.444444444;0.555555556;0.777777778;0;0.111111111;.417;.600;;0;49;5;12;.417;3;5;.600;2;7;.286;.542;0;0;;1;4;5;7;0;1;3;2;13
392;Mitchell Robinson\robinmi01;C;21;NYK;33;22.72727273;10.24242424;6.96969697;0.484848485;0.848484848;1.848484848;.709;;.622;7;750;141;199;.709;0;0;;141;199;.709;.709;56;90;.622;100;130;230;16;28;61;21;114;338
393;Rajon Rondo\rondora01;PG;33;LAL;25;21;6.96;3.44;5.44;0.96;0.08;.404;.369;.762;1;525;67;166;.404;24;65;.369;43;101;.426;.476;16;21;.762;11;75;86;136;24;2;53;30;174
394;Derrick Rose\rosede01;PG;31;DET;32;24.96875;17.46875;2.1875;5.75;0.90625;0.34375;.484;.330;.878;1;799;224;463;.484;32;97;.330;192;366;.525;.518;79;90;.878;16;54;70;184;29;11;80;33;559
395;Terrence Ross\rosste01;SG;28;ORL;35;25.08571429;13.4;2.8;0.885714286;0.971428571;0.314285714;.415;.341;.845;0;878;162;390;.415;74;217;.341;88;173;.509;.510;71;84;.845;9;89;98;31;34;11;34;54;469
396;Terry Rozier\roziete01;PG;25;CHO;39;33.94871795;18.02564103;4.384615385;4.41025641;1.153846154;0.179487179;.424;.391;.842;39;1324;250;590;.424;102;261;.391;148;329;.450;.510;101;120;.842;32;139;171;172;45;7;100;87;703
397;Ricky Rubio\rubiori01;PG;29;PHO;31;32.06451613;13.41935484;4.64516129;9.258064516;1.258064516;0.193548387;.412;.319;.833;31;994;150;364;.412;36;113;.319;114;251;.454;.462;80;96;.833;22;122;144;287;39;6;77;77;416
398;D'Angelo Russell\russeda01;SG;23;GSW;22;31.40909091;23.22727273;3.363636364;6.045454545;0.863636364;0.363636364;.433;.363;.767;22;691;179;413;.433;74;204;.363;105;209;.502;.523;79;103;.767;6;68;74;133;19;8;67;48;511
399;Domantas Sabonis\sabondo01;C;23;IND;35;34.28571429;17.77142857;13.02857143;4.2;0.885714286;0.6;.522;.256;.718;35;1200;250;479;.522;10;39;.256;240;440;.545;.532;112;156;.718;119;337;456;147;31;21;91;119;622
400;JaKarr Sampson\sampsja02;SF;26;IND;11;15.63636364;4.727272727;2.545454545;0.363636364;0.454545455;0.545454545;.571;.200;.286;7;172;24;42;.571;2;10;.200;22;32;.688;.595;2;7;.286;7;21;28;4;5;6;6;24;52
401;Dario Šarić\saricda01;PF;25;PHO;37;25.35135135;10.08108108;6.486486486;1.891891892;0.648648649;0.297297297;.438;.325;.830;34;938;139;317;.438;51;157;.325;88;160;.550;.519;44;53;.830;56;184;240;70;24;11;48;89;373
402;Tomáš Satoranský\satorto01;PG;28;CHI;37;28.78378378;10.08108108;3.756756757;5.513513514;1.459459459;0.135135135;.446;.376;.877;37;1065;136;305;.446;44;117;.376;92;188;.489;.518;57;65;.877;39;100;139;204;54;5;75;71;373
403;Admiral Schofield\schofad01;SF;22;WAS;22;11.04545455;2.818181818;1.227272727;0.545454545;0.318181818;0.136363636;.368;.297;.750;2;243;21;57;.368;11;37;.297;10;20;.500;.465;9;12;.750;4;23;27;12;7;3;7;37;62
404;Dennis Schröder\schrode01;PG;26;OKC;36;30.61111111;18.47222222;3.75;3.722222222;0.694444444;0.277777778;.467;.355;.814;0;1102;252;540;.467;65;183;.355;187;357;.524;.527;96;118;.814;11;124;135;134;25;10;103;79;665
405;Mike Scott\scottmi01;PF;31;PHI;38;18.44736842;5.894736842;3.184210526;0.605263158;0.315789474;0.052631579;.416;.348;.824;4;701;82;197;.416;46;132;.348;36;65;.554;.533;14;17;.824;26;95;121;23;12;2;14;51;224
406;Thabo Sefolosha\sefolth01;PF;35;HOU;23;9.869565217;1.739130435;2.086956522;0.652173913;0.391304348;0.173913043;.333;.276;.000;0;227;16;48;.333;8;29;.276;8;19;.421;.417;0;1;.000;12;36;48;15;9;4;7;21;40
407;Collin Sexton\sextoco01;SG;21;CLE;37;31.16216216;18.51351351;3.135135135;2.297297297;0.972972973;0.054054054;.451;.297;.830;37;1153;264;586;.451;35;118;.297;229;468;.489;.480;122;147;.830;37;79;116;85;36;2;76;76;685
408;Landry Shamet\shamela01;SG;22;LAC;21;26.47619048;8.952380952;1.952380952;1.571428571;0.476190476;0.19047619;.421;.393;.960;14;556;61;145;.421;42;107;.393;19;38;.500;.566;24;25;.960;3;38;41;33;10;4;19;64;188
409;Iman Shumpert\shumpim01;SG;29;BRK;13;18.53846154;4.153846154;2.615384615;0.923076923;0.923076923;0.153846154;.328;.242;.571;0;241;21;64;.328;8;33;.242;13;31;.419;.391;4;7;.571;9;25;34;12;12;2;10;21;54
410;Pascal Siakam\siakapa01;PF;25;TOR;27;36.62962963;25.07407407;8.037037037;3.592592593;0.962962963;0.962962963;.457;.392;.813;27;989;253;554;.457;67;171;.392;186;383;.486;.517;104;128;.813;38;179;217;97;26;26;72;77;677
411;Chris Silva\silvach01;PF;23;MIA;29;8.517241379;3.586206897;3.172413793;0.517241379;0.206896552;0.551724138;.691;.000;.683;0;247;38;55;.691;0;2;.000;38;53;.717;.691;28;41;.683;46;46;92;15;6;16;29;64;104
412;Ben Simmons\simmobe01;PG;23;PHI;36;35.36111111;14.94444444;7.5;8.583333333;2.166666667;0.722222222;.563;.400;.590;36;1273;219;389;.563;2;5;.400;217;384;.565;.566;98;166;.590;67;203;270;309;78;26;130;123;538
413;Anfernee Simons\simonan01;SG;20;POR;38;22.44736842;9.631578947;2.578947368;1.394736842;0.368421053;0.131578947;.419;.338;.774;1;853;139;332;.419;47;139;.338;92;193;.477;.489;41;53;.774;16;82;98;53;14;5;37;75;366
414;Alen Smailagić\smailal01;F;19;GSW;5;11.4;5;2.4;0.8;0.2;0.4;.500;.167;.857;0;57;9;18;.500;1;6;.167;8;12;.667;.528;6;7;.857;3;9;12;4;1;2;1;7;25
415;Marcus Smart\smartma01;SG;25;BOS;25;31.68;11.4;3.32;4.68;1.48;0.52;.363;.314;.778;19;792;97;267;.363;49;156;.314;48;111;.432;.455;42;54;.778;22;61;83;117;37;13;31;60;285
416;Dennis Smith\smithde03;PG;22;NYK;21;16.14285714;5.19047619;2.095238095;2.714285714;0.476190476;0.333333333;.325;.293;.500;1;339;41;126;.325;12;41;.293;29;85;.341;.373;15;30;.500;13;31;44;57;10;7;30;44;109
417;Ish Smith\smithis01;PG;31;WAS;36;26.13888889;11.44444444;2.888888889;4.333333333;0.833333333;0.361111111;.471;.371;.652;12;941;173;367;.471;36;97;.371;137;270;.507;.520;30;46;.652;16;88;104;156;30;13;45;57;412
418;Tony Snell\snellto01;SF;28;DET;34;25.79411765;8.147058824;1.764705882;1.352941176;0.411764706;0.147058824;.469;.435;1.000;32;877;100;213;.469;64;147;.435;36;66;.545;.620;13;13;1.000;6;54;60;46;14;5;14;57;277
419;Omari Spellman\spellom01;PF;22;GSW;35;16.88571429;7.314285714;4.914285714;0.885714286;0.685714286;0.514285714;.450;.381;.806;0;591;91;202;.450;24;63;.381;67;139;.482;.510;50;62;.806;65;107;172;31;24;18;40;34;256
420;Max Strus\strusma01;SG;23;CHI;2;3;2.5;0.5;0;0;0;.667;.000;1.000;0;6;2;3;.667;0;1;.000;2;2;1.000;.667;1;1;1.000;1;0;1;0;0;0;0;1;5
421;Edmond Sumner\sumneed01;PG;24;IND;13;14.23076923;4;1.384615385;1.538461538;0.615384615;0.307692308;.400;.250;.571;2;185;22;55;.400;4;16;.250;18;39;.462;.436;4;7;.571;7;11;18;20;8;4;7;22;52
422;Caleb Swanigan\swanica01;PF;22;SAC;6;3.333333333;0.833333333;1.166666667;0.166666667;0.166666667;0.333333333;.500;;.500;0;20;2;4;.500;0;0;;2;4;.500;.500;1;2;.500;2;5;7;1;1;2;5;6;5
423;Jayson Tatum\tatumja01;PF;21;BOS;34;34.23529412;21.14705882;6.852941176;2.794117647;1.323529412;0.852941176;.425;.363;.848;34;1164;263;619;.425;81;223;.363;182;396;.460;.490;112;132;.848;39;194;233;95;45;29;75;72;719
424;Jeff Teague\teaguje01;PG;31;MIN;30;28.63333333;13.86666667;2.666666667;6.266666667;0.8;0.366666667;.456;.392;.867;13;859;134;294;.456;31;79;.392;103;215;.479;.509;117;135;.867;13;67;80;188;24;11;68;63;416
425;Garrett Temple\templga01;SG;33;BRK;35;29.45714286;10.57142857;3.4;2.628571429;0.885714286;0.485714286;.366;.320;.769;25;1031;128;350;.366;74;231;.320;54;119;.454;.471;40;52;.769;21;98;119;92;31;17;45;64;370
426;Daniel Theis\theisda01;C;27;BOS;31;21.74193548;7.161290323;6.096774194;1.387096774;0.580645161;1.483870968;.508;.265;.705;30;674;91;179;.508;9;34;.265;82;145;.566;.534;31;44;.705;56;133;189;43;18;46;26;101;222
427;Isaiah Thomas\thomais02;PG;30;WAS;27;23.85185185;13;1.518518519;4.259259259;0.444444444;0.185185185;.417;.412;.855;24;644;125;300;.417;54;131;.412;71;169;.420;.507;47;55;.855;5;36;41;115;12;5;56;57;351
428;Khyri Thomas\thomakh01;SG;23;DET;2;3;0.5;0;0;0;0;;;.500;0;6;0;0;;0;0;;0;0;;;1;2;.500;0;0;0;0;0;0;0;0;1
429;Matt Thomas\thomama02;SG;25;TOR;13;11.61538462;5;1.461538462;0.307692308;0.307692308;0;.512;.500;.714;0;151;22;43;.512;16;32;.500;6;11;.545;.698;5;7;.714;1;18;19;4;4;0;6;13;65
430;Tristan Thompson\thomptr01;C;28;CLE;35;31.34285714;12.22857143;10.4;2.2;0.742857143;0.971428571;.496;.429;.602;35;1097;180;363;.496;3;7;.429;177;356;.497;.500;65;108;.602;139;225;364;77;26;34;67;82;428
431;Matisse Thybulle\thybuma01;SG;22;PHI;30;17.63333333;4.833333333;1.066666667;1.233333333;1.433333333;0.733333333;.438;.463;.667;3;529;49;112;.438;31;67;.463;18;45;.400;.576;16;24;.667;8;24;32;37;43;22;28;62;145
432;Anthony Tolliver\tollian01;PF;34;POR;28;16.21428571;3.357142857;2.821428571;0.821428571;0.285714286;0.25;.341;.343;.750;8;454;29;85;.341;24;70;.343;5;15;.333;.482;12;16;.750;17;62;79;23;8;7;20;41;94
433;Karl-Anthony Towns\townska01;C;24;MIN;23;33.86956522;26.47826087;11.69565217;4.391304348;1.043478261;1.260869565;.514;.418;.796;23;779;207;403;.514;82;196;.418;125;207;.604;.615;113;142;.796;63;206;269;101;24;29;72;80;609
434;Gary Trent\trentga02;SG;21;POR;25;12.08;3.96;1;0.48;0.32;0.2;.379;.377;1.000;2;302;36;95;.379;23;61;.377;13;34;.382;.500;4;4;1.000;5;20;25;12;8;5;8;20;99
435;Allonzo Trier\trieral01;PG;24;NYK;17;12.76470588;6.941176471;1.352941176;1.294117647;0.117647059;0.235294118;.493;.385;.795;1;217;36;73;.493;15;39;.385;21;34;.618;.596;31;39;.795;1;22;23;22;2;4;21;23;118
436;P.J. Tucker\tuckepj01;PF;34;HOU;35;36.02857143;8.542857143;7.257142857;1.4;1.171428571;0.457142857;.476;.384;.767;35;1261;109;229;.476;58;151;.384;51;78;.654;.603;23;30;.767;57;197;254;49;41;16;36;114;299
437;Rayjon Tucker\tuckera01;F;22;UTA;3;4;2.333333333;0.666666667;0;0;0;.600;.000;.333;0;12;3;5;.600;0;2;.000;3;3;1.000;.600;1;3;.333;1;1;2;0;0;0;0;0;7
438;Evan Turner\turneev01;PG;31;ATL;18;12.77777778;3.333333333;2;2;0.444444444;0.444444444;.381;.000;.857;0;230;24;63;.381;0;5;.000;24;58;.414;.381;12;14;.857;7;29;36;36;8;8;25;18;60
439;Myles Turner\turnemy01;C;23;IND;29;29.51724138;12.55172414;5.793103448;1.206896552;0.517241379;2.034482759;.454;.356;.728;29;856;129;284;.454;47;132;.356;82;152;.539;.537;59;81;.728;37;131;168;35;15;59;37;72;364
440;Jonas Valančiūnas\valanjo01;C;27;MEM;35;25;14.51428571;9.714285714;2;0.314285714;0.942857143;.593;.451;.750;35;875;214;361;.593;23;51;.451;191;310;.616;.625;57;76;.750;90;250;340;70;11;33;73;91;508
441;Denzel Valentine\valende01;SF;26;CHI;21;12.66666667;6.333333333;1.952380952;1;0.666666667;0.238095238;.417;.384;1.000;0;266;50;120;.417;28;73;.384;22;47;.468;.533;5;5;1.000;3;38;41;21;14;5;12;28;133
442;Jarred Vanderbilt\vandeja01;SF;20;DEN;4;3.25;0.5;0.5;0.25;0;0;1000;;;0;13;1;1;1.000;0;0;;1;1;1.000;1.000;0;0;;0;2;2;1;0;0;2;1;2
443;Fred VanVleet\vanvlfr01;PG;25;TOR;31;36.29032258;17.96774194;3.870967742;7.032258065;1.903225806;0.387096774;.394;.372;.847;31;1125;183;464;.394;80;215;.372;103;249;.414;.481;111;131;.847;9;111;120;218;59;12;77;69;557
444;Noah Vonleh\vonleno01;C;24;MIN;24;12.75;4.125;4.125;0.958333333;0.416666667;0.25;.534;.077;.833;1;306;39;73;.534;1;13;.077;38;60;.633;.541;20;24;.833;29;70;99;23;10;6;17;31;99
445;Nikola Vučević\vucevni01;C;29;ORL;26;31.42307692;18.15384615;11.30769231;3.461538462;0.846153846;0.961538462;.448;.360;.782;26;817;185;413;.448;41;114;.360;144;299;.482;.498;61;78;.782;70;224;294;90;22;25;30;53;472
446;Dean Wade\wadede01;PF;23;CLE;5;5.4;1.6;1.2;0;0.2;0;.750;1000;;0;27;3;4;.750;2;2;1.000;1;2;.500;1.000;0;0;;1;5;6;0;1;0;2;5;8
447;Moritz Wagner\wagnemo01;C;22;WAS;21;20.42857143;11.61904762;6.047619048;1.333333333;0.714285714;0.619047619;.581;.393;.837;4;429;93;160;.581;22;56;.393;71;104;.683;.650;36;43;.837;34;93;127;28;15;13;43;81;244
448;Kemba Walker\walkeke02;PG;29;BOS;30;32.33333333;22.5;3.9;5.233333333;0.933333333;0.6;.432;.398;.874;30;970;224;519;.432;109;274;.398;115;245;.469;.537;118;135;.874;25;92;117;157;28;18;69;47;675
449;Lonnie Walker\walkelo01;SG;21;SAS;27;11.55555556;5.481481481;2.037037037;0.592592593;0.296296296;0.148148148;.450;.364;.643;1;312;59;131;.450;12;33;.364;47;98;.480;.496;18;28;.643;12;43;55;16;8;4;18;32;148
450;Tyrone Wallace\wallaty01;SG;25;ATL;14;11.42857143;2.857142857;1.571428571;0.928571429;0.5;0.071428571;.318;.067;.647;0;160;14;44;.318;1;15;.067;13;29;.448;.330;11;17;.647;3;19;22;13;7;1;10;19;40
451;Taurean Waller-Prince\princta02;SF;25;BRK;36;30.52777778;12.16666667;6.777777778;2.083333333;0.916666667;0.444444444;.370;.361;.780;36;1099;158;427;.370;90;249;.361;68;178;.382;.475;32;41;.780;32;212;244;75;33;16;74;97;438
452;Derrick Walton\waltode01;PG;24;LAC;19;10.78947368;2.578947368;0.736842105;1.052631579;0.210526316;0;.500;.450;.857;1;205;17;34;.500;9;20;.450;8;14;.571;.632;6;7;.857;2;12;14;20;4;0;4;18;49
453;Brad Wanamaker\wanambr01;PG;30;BOS;34;18.73529412;6.411764706;2.088235294;2.735294118;0.705882353;0.264705882;.424;.326;.900;0;637;70;165;.424;15;46;.326;55;119;.462;.470;63;70;.900;12;59;71;93;24;9;41;63;218
454;T.J. Warren\warretj01;SF;26;IND;37;32.56756757;18.32432432;3.810810811;1.351351351;1;0.432432432;.507;.371;.839;37;1205;269;531;.507;46;124;.371;223;407;.548;.550;94;112;.839;35;106;141;50;37;16;45;97;678
455;PJ Washington\washipj01;PF;21;CHO;34;30.29411765;12.55882353;5.352941176;1.852941176;0.941176471;0.911764706;.481;.407;.655;34;1030;162;337;.481;48;118;.407;114;219;.521;.552;55;84;.655;30;152;182;63;32;31;50;93;427
456;Yuta Watanabe\watanyu01;SG;25;MEM;4;4.5;1.75;1.25;0;0;0.25;.500;.500;;0;18;3;6;.500;1;2;.500;2;4;.500;.583;0;0;;1;4;5;0;0;1;1;1;7
457;Tremont Waters\watertr01;PG;22;BOS;5;7.8;4.4;0.6;1;0.6;0.4;.400;.182;1.000;0;39;8;20;.400;2;11;.182;6;9;.667;.450;4;4;1.000;0;3;3;5;3;2;5;4;22
458;Russell Westbrook\westbru01;PG;31;HOU;31;35.29032258;24.09677419;7.935483871;7;1.548387097;0.387096774;.426;.235;.784;31;1094;280;657;.426;35;149;.235;245;508;.482;.453;152;194;.784;49;197;246;217;48;12;135;117;747
459;Coby White\whiteco01;SG;19;CHI;37;23.94594595;11.2972973;3.432432432;2.162162162;0.810810811;0.081081081;.371;.350;.759;0;886;154;415;.371;69;197;.350;85;218;.390;.454;41;54;.759;13;114;127;80;30;3;55;51;418
460;Derrick White\whitede01;SG;25;SAS;33;23.66666667;9.454545455;3.03030303;3.151515152;0.545454545;0.636363636;.463;.390;.806;11;781;111;240;.463;32;82;.390;79;158;.500;.529;58;72;.806;17;83;100;104;18;21;40;69;312
461;Hassan Whiteside\whiteha01;C;30;POR;35;29.94285714;15.8;13.97142857;1.314285714;0.428571429;2.914285714;.602;.500;.768;35;1048;228;379;.602;1;2;.500;227;377;.602;.603;96;125;.768;143;346;489;46;15;102;68;105;553
462;Andrew Wiggins\wiggian01;SF;24;MIN;28;35.53571429;24.07142857;5.392857143;3.25;0.714285714;1.071428571;.442;.323;.752;28;995;252;570;.442;61;189;.323;191;381;.501;.496;109;145;.752;38;113;151;91;20;30;71;68;674
463;Grant Williams\willigr01;PF;21;BOS;32;15.5;3.3125;2.34375;0.96875;0.40625;0.5;.380;.178;.688;1;496;38;100;.380;8;45;.178;30;55;.545;.420;22;32;.688;24;51;75;31;13;16;24;71;106
464;Johnathan Williams\willijo04;F;24;WAS;6;20.5;5.5;6.333333333;1;0.166666667;0.833333333;.682;.000;.600;5;123;15;22;.682;0;1;.000;15;21;.714;.682;3;5;.600;13;25;38;6;1;5;2;7;33
465;Kenrich Williams\willike04;PF;25;NOP;35;22.25714286;3.771428571;5.085714286;1.514285714;0.714285714;0.6;.343;.260;.375;18;779;49;143;.343;25;96;.260;24;47;.511;.430;9;24;.375;49;129;178;53;25;21;21;81;132
466;Lou Williams\willilo02;SG;33;LAC;35;30.25714286;19.6;3;6.314285714;0.657142857;0.142857143;.422;.374;.858;4;1059;226;535;.422;65;174;.374;161;361;.446;.483;169;197;.858;14;91;105;221;23;5;111;53;686
467;Marvin Williams\willima02;PF;33;CHO;33;20.12121212;7.303030303;2.727272727;1;0.696969697;0.454545455;.474;.398;.905;0;664;82;173;.474;39;98;.398;43;75;.573;.587;38;42;.905;13;77;90;33;23;15;21;58;241
468;Robert Williams\williro04;C;22;BOS;19;14.15789474;3.894736842;4.578947368;1.105263158;0.894736842;1.105263158;.673;;.571;1;269;33;49;.673;0;0;;33;49;.673;.673;8;14;.571;23;64;87;21;17;21;16;34;74
469;Nigel Williams-Goss\willini01;PG;25;UTA;8;3;0.25;0.5;0.5;0.125;0.125;.000;.000;1.000;0;24;0;5;.000;0;1;.000;0;4;.000;.000;2;2;1.000;2;2;4;4;1;1;2;1;2
470;D.J. Wilson\wilsodj01;PF;23;MIL;21;10;3.571428571;2;0.666666667;0;0.142857143;.443;.262;.667;0;210;31;70;.443;11;42;.262;20;28;.714;.521;2;3;.667;6;36;42;14;0;3;11;17;75
471;Justise Winslow\winslju01;SF;23;MIA;10;33.7;12.4;7.1;4.3;0.6;0.4;.394;.231;.667;5;337;50;127;.394;6;26;.231;44;101;.436;.417;18;27;.667;16;55;71;43;6;4;23;36;124
472;Christian Wood\woodch01;PF;24;DET;34;16.61764706;9.411764706;5.058823529;0.676470588;0.294117647;0.705882353;.582;.370;.698;1;565;113;194;.582;20;54;.370;93;140;.664;.634;74;106;.698;43;129;172;23;10;24;33;37;320
473;Delon Wright\wrighde01;SG;27;DAL;34;20.29411765;7.558823529;3.5;3.235294118;1.352941176;0.352941176;.495;.404;.846;2;690;95;192;.495;23;57;.404;72;135;.533;.555;44;52;.846;30;89;119;110;46;12;27;40;257
474;Thaddeus Young\youngth01;PF;31;CHI;36;21.83333333;8.722222222;4.472222222;1.861111111;1.083333333;0.277777778;.399;.325;.600;0;786;126;316;.399;38;117;.325;88;199;.442;.459;24;40;.600;54;107;161;67;39;10;52;66;314
475;Trae Young\youngtr01;PG;21;ATL;34;35.14705882;28.85294118;4.294117647;8.441176471;1.176470588;0.058823529;.448;.375;.850;34;1195;317;707;.448;120;320;.375;197;387;.509;.533;227;267;.850;16;130;146;287;40;2;163;57;981
476;Cody Zeller\zelleco01;C;27;CHO;36;23.16666667;11.66666667;7.333333333;1.194444444;0.611111111;0.416666667;.542;.298;.698;20;834;161;297;.542;17;57;.298;144;240;.600;.571;81;116;.698;105;159;264;43;22;15;52;92;420
477;Ante Žižić\zizican01;C;23;CLE;14;10.14285714;4.642857143;3.428571429;0.142857143;0.357142857;0.285714286;.605;;.867;0;142;26;43;.605;0;0;;26;43;.605;.605;13;15;.867;13;35;48;2;5;4;5;15;65
478;Ivica Zubac\zubaciv01;C;22;LAC;38;17.31578947;8.368421053;6.710526316;0.868421053;0.184210526;0.947368421;.595;.000;.739;36;658;125;210;.595;0;2;.000;125;208;.601;.595;68;92;.739;94;161;255;33;7;36;35;89;318
